VaR,Loss
-4742.479,60746.150
-4789.269,60818.650
-4745.505,60518.650
-4926.706,60512.450
-4930.436,60709.050
-4811.739,60675.950
-4831.748,59950.950
-5269.642,44424.650
-5304.447,44304.650
-5377.061,44126.800
-5484.753,44166.800
-5460.613,44277.300
-5393.955,44257.300
-5406.034,44382.300
-5330.625,44807.300
-5074.539,44947.300
-4990.076,48113.650
-3572.392,52033.650
-2027.866,52153.650
-1980.382,52034.000
-2027.828,52054.000
-2019.899,51992.500
-2044.264,52137.500
-1987.023,52132.500
-1989.002,52043.600
-2024.297,51973.600
-2052.022,52032.800
-2028.555,51167.850
-2370.290,51047.350
-2417.851,51212.350
-2352.380,51134.850
-2383.101,51144.850
-2379.116,51294.850
-2319.711,51184.850
-2363.074,51174.850
-2367.022,50944.850
-2457.959,50784.850
-2521.469,50771.750
-2526.655,50649.250
-2575.118,50614.250
-2588.891,50376.750
-2682.406,50326.750
-2701.179,50161.750
-2766.621,-20.750
-2839.399,292.050
-2774.073,318.150
-2757.302,512.150
-2713.684,467.300
-2740.304,584.800
-2691.538,907.300
-2637.651,1001.900
-2609.441,1193.900
-2521.631,1218.900
-2519.100,2283.900
-2315.646,2318.900
-2301.449,2392.200
-2283.203,2372.200
-2305.607,2370.400
-2331.307,2355.400
-2329.835,2242.900
-2345.905,2247.900
-2347.325,2067.900
-2380.718,1807.900
-2393.999,1717.900
-2399.713,-272.950
-2519.671,-2380.450
-2563.393,-2281.400
-2551.465,-2216.400
-2528.844,-2126.400
-2511.006,-2246.400
-2525.228,-2261.400
-2530.500,-2161.400
-2513.693,-2156.400
-2522.690,-2001.000
-2467.641,-226.000
-2092.732,180.000
-2002.072,-230.000
-2088.188,-205.000
-2091.841,-712.500
-2208.424,-522.500
-2171.780,-527.500
-2174.486,-157.500
-2106.046,-88.750
-2109.049,-78.450
-2108.042,-38.450
-2113.673,19.050
-2103.023,309.450
-2057.584,514.450
-2010.524,638.350
-1999.679,693.350
-1976.638,683.350
-1980.811,588.850
-1983.312,555.250
-1958.406,657.200
-1924.911,557.200
-1927.133,676.900
-1911.572,574.400
-1911.576,459.400
-1911.577,383.400
-1915.202,502.750
-1840.741,497.750
-1840.590,-32.250
-1855.082,-32.250
-1850.529,-7.800
-1834.603,-52.800
-1857.817,59.850
-1845.340,292.350
-1800.381,192.350
-1824.228,394.850
-1795.698,327.350
-1817.968,467.350
-1788.892,97.800
-1940.454,-27.200
-1995.094,-31.200
-1989.501,-86.200
-1990.754,-126.200
-1990.873,-113.700
-1995.673,-123.700
-2001.146,-211.200
-2014.004,-181.200
-2011.466,-491.200
-2059.161,-2151.200
-2265.203,-2387.800
-2266.912,-2422.800
-2279.292,-2412.800
-2275.358,-2017.800
-2245.561,-2067.800
-2234.478,-2052.800
-2232.155,-2057.800
-2186.815,-1900.300
-2145.995,-1922.800
-2151.379,-1672.800
-2088.685,-1637.800
-2072.582,-1193.100
-1931.393,-773.100
-1804.046,-753.400
-1793.044,-697.150
-1771.335,-682.150
-1768.742,-524.250
-1738.904,-662.950
-1751.453,-732.950
-1745.058,-835.450
-1766.789,-982.800
-1786.772,-967.800
-1783.739,-965.300
-1783.235,-1086.050
-1810.077,-1479.300
-1843.040,-1519.300
-1851.386,-1479.350
-1852.710,-1521.850
-1859.790,-1684.750
-1883.632,-1669.750
-1896.324,-1778.250
-1911.466,-1718.250
-1896.981,-1823.250
-1888.122,-1708.250
-1880.003,-1783.250
-1876.089,-1448.250
-1821.229,-1588.250
-1830.586,-2071.000
-2044.112,-2398.500
-2162.403,-2476.000
-2166.908,-2506.350
-2170.327,-2501.350
-2170.014,-2536.350
-2178.840,-2526.350
-2179.914,-2531.350
-2185.216,-2531.350
-2194.718,-2541.350
-2195.345,-2266.350
-2161.776,-1681.350
-2158.967,-1884.150
-2210.736,-1286.650
-2124.742,-1251.650
-2124.273,-1119.150
-2071.311,-1049.150
-2046.794,-1111.650
-2060.604,-1316.650
-2080.652,-1527.800
-2105.301,-1560.300
-2117.193,-1725.300
-2114.204,-1825.300
-2127.637,-2350.900
-2154.410,-3030.900
-2224.280,-3199.500
-2259.173,-3152.000
-2236.394,-3197.000
-2244.862,-3422.800
-2262.690,-3382.800
-2264.556,-3377.800
-2259.315,-3347.800
-2269.076,-3357.800
-2268.737,-3357.800
-2268.397,-3231.300
-2264.834,-3191.550
-2279.668,-3216.550
-2289.440,-3896.300
-2414.212,-3846.300
