VaR,Loss
135.298,327.600
287.039,282.600
267.116,162.600
205.092,352.600
298.042,232.600
244.218,195.100
223.318,185.100
217.825,184.500
217.494,399.500
318.786,501.750
364.061,431.500
333.011,-1698.700
-830.932,-3912.400
-2064.990,-3837.400
-2022.690,-3894.900
-2054.766,-4019.900
-2124.572,-3964.900
-2093.952,-3890.900
-2052.763,-3831.200
-2019.515,-3788.700
-1995.827,-3838.600
-2023.658,-3878.600
-2045.930,-4193.600
-2221.736,-4267.500
-2262.356,-4292.500
-2276.175,-4242.500
-2248.297,-4257.500
-2256.624,-3741.500
-1969.041,-3776.500
-1988.414,-3706.500
-1949.395,-3581.500
-1879.771,-3526.500
-1849.110,-3566.500
-1871.400,-3791.500
-1996.498,-3741.500
-1968.192,-3866.500
-2037.527,-4111.500
-2174.031,-3981.500
-2100.473,-4206.500
-2225.685,-4226.500
-2236.835,-4281.000
-2240.756,-4206.000
-2247.840,-4151.000
-2246.170,-4106.000
-2242.720,-4056.000
-2226.884,-4066.000
-2216.069,-3961.000
-2164.829,-3968.500
-2174.714,-3696.800
-2076.757,-3625.800
-2072.372,-3133.300
-1867.417,-3068.300
-1854.066,-3018.300
-1857.206,-2973.300
-1813.497,-2605.800
-1718.597,-2565.800
-1712.068,-2475.750
-1686.030,-2415.650
-1667.743,-2320.650
-1606.365,-2144.250
-1537.904,-2068.750
-1525.800,781.150
-1006.581,3053.700
-677.712,2858.700
-721.858,2918.700
-713.084,3008.700
-705.358,3013.700
-696.252,3009.200
-687.154,3072.300
-661.141,3057.300
-659.384,3107.250
-652.385,3179.650
-637.740,3774.300
-515.109,3750.450
-531.302,3460.450
-615.045,3427.950
-617.140,3431.550
-618.195,3223.550
-604.184,3373.550
-567.352,3528.550
-514.708,3608.550
-475.147,3656.050
-454.400,3726.050
-440.533,3966.050
-405.333,4170.700
-342.340,4615.700
-237.012,4845.700
-207.455,4350.700
-327.337,4550.700
-303.239,4593.200
-294.256,4583.200
-298.717,4580.700
-302.876,4610.700
-294.540,4443.200
-335.066,4375.700
-344.092,4385.700
-336.106,4390.700
-308.920,4555.700
-272.702,4160.850
-321.579,4073.850
-341.170,3098.850
-481.730,3058.850
-484.732,3248.850
-437.640,3428.850
-368.705,3223.850
-368.695,3221.350
-365.747,3288.750
-334.547,3303.550
-320.809,3248.550
-300.797,3218.550
-270.478,3253.300
-255.168,3378.700
62.694,3840.100
348.170,3845.100
354.002,3815.100
351.374,3793.850
351.468,3758.850
348.477,3731.050
356.173,3732.300
357.400,3752.300
365.660,3742.500
371.299,2778.200
217.840,2560.400
157.737,2685.400
140.332,2698.200
142.711,3053.200
232.767,2978.200
235.841,2948.200
257.887,2873.200
262.455,2893.200
278.323,2863.200
279.083,2968.200
322.000,2934.700
348.798,2919.700
402.476,2844.700
320.628,2879.700
341.608,2884.700
347.632,2957.200
359.452,2939.700
353.464,3079.650
386.312,3239.650
394.197,3337.150
408.155,3367.150
418.769,3339.650
429.318,3642.150
509.322,4309.650
608.158,4435.650
620.751,5155.650
678.299,5150.650
675.772,4925.650
659.611,4840.650
681.564,4840.650
681.575,4805.650
676.760,4740.700
681.915,4700.800
682.118,4630.800
680.286,4705.800
710.659,4745.800
726.315,4008.100
771.108,3015.450
759.667,2923.000
714.692,2935.500
720.452,2935.500
718.881,2963.000
723.868,2973.000
723.874,2943.000
723.090,2975.500
729.687,2933.650
727.115,2926.100
729.138,4045.750
838.341,4145.750
822.197,5535.750
1046.771,5550.750
1049.077,5636.850
1064.407,4964.350
1001.122,5049.350
1016.860,5034.350
1026.372,5129.350
1044.532,5149.350
1056.387,5169.350
1060.097,4964.350
1049.862,5082.400
1083.495,5192.400
1130.503,5397.400
1193.946,5902.400
1231.971,5842.400
1233.583,5794.900
1229.155,5834.900
1243.731,5879.900
1247.252,5765.000
1250.090,5652.500
1236.582,5535.000
1226.411,5370.000
1205.955,5505.000
1235.743,5310.000
1258.111,5055.000
1284.811,5045.000
1292.011,5070.000
1294.299,5050.000
1279.534,5078.150
1299.712,5108.150
1308.244,5073.150
1302.688,5127.400
1310.206,5022.400
1314.754,4977.400
1318.645,4719.900
1309.115,4689.900
1295.912,4679.950
1270.336,4679.950
1274.542,4669.950
1271.764,4623.700
1267.845,4668.700
1275.170,4637.450
1274.853,4641.150
1273.584,4691.050
1283.168,4281.050
1296.754,4096.050
1253.861,3181.050
1278.496,3186.050
1280.530,3121.050
1282.154,3163.550
1239.043,3073.550
1236.754,3058.550
1241.857,3003.550
1247.287,2943.550
1246.984,2898.550
1242.529,2998.550
1250.728,3013.500
1280.076,2778.500
1279.592,2414.750
1254.217,2169.750
1244.718,2189.750
1249.273,2254.750
1256.308,2134.750
1249.520,2059.650
1241.229,2014.600
1236.784,1964.600
1219.710,2034.600
1222.493,2099.600
1217.170,1827.100
1199.032,1347.100
1144.290,1252.100
1150.280,1232.100
1152.769,289.600
1036.661,272.100
1035.791,392.100
1042.510,370.800
1054.640,415.800
1062.200,445.800
1063.712,400.800
1063.528,440.800
1065.241,407.300
1065.986,377.300
1064.999,334.800
1061.666,669.800
1103.696,769.800
1108.454,727.300
1105.348,722.400
1102.567,700.200
1098.236,690.200
1096.531,663.350
1091.653,733.400
1108.995,-145.300
987.744,-450.100
906.147,-240.100
958.240,-270.100
954.863,-275.100
955.374,-132.600
943.613,-42.600
955.635,-92.600
951.924,-92.600
956.151,-87.600
953.458,-182.600
945.286,-285.900
952.587,-190.900
966.758,-93.400
962.116,-158.400
944.594,-190.900
945.117,-185.900
940.659,-160.700
937.626,-188.200
930.828,-153.200
922.500,-228.200
915.063,-158.200
919.961,-53.200
919.780,16.800
888.295,-510.700
823.379,-518.200
824.286,-163.200
789.239,-168.200
787.906,-308.200
774.313,-370.050
775.469,-585.050
747.845,-612.800
744.665,-645.300
740.168,-755.300
726.673,-776.050
724.448,-826.050
716.888,-781.050
720.380,-1303.550
682.391,-1608.550
643.703,-1526.300
636.286,-1535.800
632.368,-1556.000
627.223,-1566.000
622.508,-1571.000
627.617,-1559.100
626.119,-1615.200
616.737,-1580.200
617.649,-1680.200
617.952,-1427.800
554.457,-1118.200
534.315,-1263.200
555.131,-1268.200
551.717,-1270.100
551.855,-1015.100
579.283,-1040.100
585.305,-1025.100
590.816,-960.100
600.704,-955.100
599.275,-740.100
623.265,-821.450
