VaR,Loss
-3371.997,-456.450
-3123.754,-476.450
-3146.141,-474.750
-3134.473,-254.750
-3196.181,-208.100
-3209.560,-293.100
-3197.921,-213.100
-3209.054,-363.100
-3167.972,-343.100
-3169.448,-269.750
-3175.774,-307.250
-3159.563,-292.250
-3169.907,-162.050
-3160.957,-526.050
-3018.283,-845.550
-2971.943,-640.550
-2958.188,-700.550
-2933.177,-665.550
-2924.573,-820.550
-2880.301,-790.550
-2869.587,-805.550
-2874.238,-759.550
-2848.639,-1564.500
-2656.784,-1608.950
-2653.574,-1299.350
-2707.695,-1406.750
-2669.837,-1486.750
-2656.171,-981.750
-2229.841,-1061.750
-2178.853,-1191.750
-2146.183,-1256.750
-2159.541,-1314.250
-2160.441,-1334.250
-2134.108,-1499.250
-2116.553,-1494.250
-2120.753,-1364.250
-2162.042,-1298.250
-2177.105,-1277.000
-2213.085,-1282.000
-2188.467,-1417.000
-2185.421,-1442.000
-2216.359,-1562.700
-2215.544,-1567.700
-2161.982,-1512.150
-2199.342,-1382.650
-2266.644,-1722.650
-2254.800,-1787.650
-2237.721,-1717.650
-2276.641,-1722.650
-2285.067,-1522.650
-2444.531,-1565.950
-2464.943,-1625.950
-2448.354,-1980.950
-2454.669,-2030.450
-2378.163,-2045.600
-2387.751,-2102.600
-2404.254,-2287.600
-2344.167,-2251.050
-2379.548,-2364.450
-2361.575,-2344.550
-2394.497,-2656.550
-2412.457,-3108.050
-2324.431,-2940.550
-2412.861,-2955.550
-2373.732,-2985.550
-2379.849,-3005.550
-2401.885,-2965.550
-2395.865,-3030.550
-2411.862,-3013.050
-2411.385,-2995.050
-2402.839,-3115.050
-2384.663,-1880.150
-2393.845,-1610.150
-2532.396,-1417.850
-2654.787,-1366.650
-2664.975,-1324.650
-2620.379,-1214.250
-2595.840,-1154.250
-2546.000,-1059.250
-2585.648,-999.250
-2615.724,-984.250
-2615.550,-1028.750
-2498.689,-1028.750
-2509.700,-903.750
-2530.660,-910.750
-2502.608,-923.250
-2479.750,-893.250
-2468.484,-788.250
-2443.838,-788.250
-2425.537,-636.850
-2403.397,-626.850
-2377.969,-716.050
-2378.898,-586.050
-2395.445,-412.050
-2438.877,-262.050
-2397.363,172.950
-2317.140,257.950
-2333.090,97.950
-2297.177,-162.050
-2248.252,-162.900
-2261.161,-77.900
-2263.445,182.100
-2234.056,221.100
-2250.403,186.400
-2247.771,221.400
-2227.761,493.900
-2258.315,487.150
-2259.070,528.950
-2221.933,457.700
-2189.280,518.700
-2117.925,1003.700
-2126.223,848.700
-2097.703,858.700
-2099.767,891.200
-2096.821,921.200
-2087.580,916.200
-2073.710,921.200
-2065.963,921.200
-2070.055,925.200
-2074.382,1024.200
-2124.846,1968.000
-2532.664,1593.000
-2562.026,1395.850
-2597.902,1370.850
-2572.894,1391.850
-2593.921,1891.150
-2763.549,2001.150
-2813.737,1961.150
-2843.766,1801.150
-2820.938,1806.150
-2815.790,1746.150
-2840.445,1685.150
-2822.541,1695.150
-2832.947,1570.150
-2787.116,1496.150
-2778.734,1551.150
-2803.461,1521.150
-2825.538,1387.950
-2844.169,1417.950
-2855.573,1463.050
-2814.987,1323.050
-2835.931,1105.550
-2804.435,993.050
-2781.757,803.050
-2715.448,558.050
-2719.796,718.050
-2689.517,558.050
-2726.955,553.050
-2695.776,573.050
-2686.939,593.550
-2684.940,605.900
-2684.322,630.900
-2712.669,415.900
-2619.461,444.300
-2629.702,466.800
-2617.910,21.800
-2470.808,-423.200
-2489.406,-405.700
-2470.835,-430.700
-2451.009,-465.700
-2440.786,-490.700
-2442.702,-480.700
-2411.374,-478.200
-2422.622,-480.200
-2413.609,-574.700
-2376.579,-1857.200
-2145.784,-1562.200
-2124.798,-1610.200
-2095.917,-1585.200
-2094.283,-2300.550
-1932.637,-2310.550
-1913.266,-2270.550
-1902.210,-2118.050
-1937.253,-2163.050
-1923.477,-2143.050
-1928.429,-2128.050
-1923.589,-2078.050
-1914.283,-2021.800
-1934.881,-2091.800
-1939.164,-2091.800
-1926.824,-2079.300
-1922.537,-1974.300
-1929.141,-1901.500
-1960.359,-1798.550
-1976.715,-1833.550
-1979.420,-1758.850
-2058.234,-1663.850
-2034.473,-1558.850
-2078.728,-1428.800
-2125.919,-1450.450
-2141.416,-1175.450
-2215.590,-1240.450
-2203.267,-1245.450
-2229.154,-1345.450
-2260.216,-1335.450
-2259.152,-1370.450
-2267.389,-1250.450
-2265.556,-1280.450
-2281.848,-1263.850
-2292.141,-1220.100
-2347.652,-210.100
-2431.378,9.900
-2545.078,94.900
-2621.402,144.900
-2617.636,150.400
-2602.223,160.400
-2608.067,160.400
-2602.670,152.900
-2596.815,487.900
-2677.072,811.650
-2711.977,789.450
-2703.693,958.450
-2756.773,943.450
-2760.869,925.450
-2742.277,1386.850
-2788.618,1476.850
-2847.665,1463.850
-2818.121,1398.850
-2792.846,1438.100
-2782.012,1633.600
-2826.309,1738.600
-2877.816,1748.600
-2883.180,1663.600
-2900.804,1708.600
-2909.495,1699.850
-2872.304,1744.850
-2855.849,1729.850
-2859.989,1669.250
-2828.944,1549.350
-2834.132,1417.450
-2850.502,1407.450
-2830.609,1214.950
-2614.377,1137.350
-2583.457,1203.150
-2559.357,1103.150
-2476.367,1108.150
-2472.555,1163.150
-2460.969,1188.150
-2414.867,1368.150
-2467.885,1375.650
-2446.526,1340.650
-2422.644,1315.650
-2397.274,1230.650
-2344.681,1135.650
-2344.102,275.650
-2200.227,470.650
-2171.269,560.650
-2210.557,568.150
-2192.961,547.150
-2178.733,592.150
-2153.071,617.150
-2169.489,622.150
-2157.295,598.400
-2156.525,158.400
-2108.152,443.400
-2010.472,362.750
-2070.402,372.750
-2070.621,92.050
-2010.015,42.050
-1963.388,8.050
-1961.686,25.550
-1964.358,-7.950
-1962.472,-92.950
-1954.194,-110.450
-1955.774,-100.450
-1953.659,-170.450
-1907.521,-195.450
-1907.519,-182.950
-1911.373,-195.450
-1941.927,-90.450
-1930.669,-63.900
-1941.096,-53.950
-1944.183,86.050
-1933.423,-109.250
-1945.025,80.750
-1954.692,130.750
-1944.515,165.800
-1926.526,181.650
-1914.625,204.150
-1939.601,214.150
-1942.890,289.150
-1985.570,285.900
-2019.459,360.900
-2015.072,400.900
-2041.647,370.900
-2062.569,375.900
-2055.101,488.000
-2061.691,528.000
-2073.990,1143.000
-2206.038,808.000
-2192.333,543.000
-2285.450,548.000
-2296.821,553.000
-2308.581,593.500
-2322.219,548.500
-2320.043,568.500
-2336.537,586.000
-2351.589,576.000
-2348.926,626.000
-2410.344,965.150
-2708.671,958.050
-2786.106,1218.050
-2851.670,1218.050
-2873.828,1218.050
-2854.914,1178.050
-2778.828,1133.050
-2795.126,1145.000
-2775.312,1090.000
-2737.655,1150.950
-2742.797,1180.950
-2752.481,1055.950
-2719.611,1040.950
-2715.239,815.950
-2728.089,745.950
-2709.427,865.950
-2689.519,865.950
-2695.298,837.150
-2688.336,832.150
-2674.718,892.150
-2717.148,882.150
-2708.949,952.150
-2712.789,882.150
-2725.783,1154.650
-2779.531,957.150
-2767.414,1132.150
-2795.905,1099.650
-2807.885,1052.150
-2816.105,687.150
-2826.866,687.150
-2823.898,617.150
-2794.374,558.650
-2715.993,428.650
-2710.413,406.150
-2727.892,386.150
-2686.991,291.150
-2629.329,171.250
-2578.115,191.250
-2587.369,-138.750
-2419.808,-163.750
-2382.306,1.250
-2343.154,8.750
-2332.691,31.250
-2342.223,7.600
-2329.533,97.600
-2345.873,65.100
-2361.100,30.100
-2335.618,61.350
-2356.112,141.350
-2322.696,-376.950
-2186.294,-437.000
-2199.805,-1057.000
-2126.834,-1057.000
-2134.164,-1052.000
-2137.550,-1272.000
-2139.708,-1267.000
-2158.050,-1256.900
-2161.912,-1196.900
-2182.812,-1200.700
-2186.858,-1225.700
-2197.377,-1055.700
-2229.821,-1068.200
-2218.435,-918.200
-2217.297,-825.700
-2256.561,-830.700
-2251.308,-855.700
-2282.097,-815.600
-2258.646,-790.600
-2277.164,-900.600
-2278.978,-876.850
-2301.545,-941.850
-2290.614,-876.850
-2301.446,-931.850
-2338.818,-729.350
-2401.638,-724.350
-2435.083,-629.350
-2446.407,-629.350
-2457.095,-361.850
-2493.784,-456.850
-2505.083,-410.100
-2494.031,-395.100
-2515.473,-357.600
-2516.429,-415.100
-2499.235,-245.100
-2496.455,-210.100
-2489.222,-79.500
-2510.620,-99.550
-2484.660,-54.550
-2554.199,305.450
-2483.886,320.450
-2507.902,320.450
-2519.224,332.750
-2522.309,237.750
-2503.378,257.750
-2496.349,302.750
-2488.795,280.250
-2505.193,339.400
-2567.303,379.400
-2543.007,624.400
-2551.544,1089.400
-2564.421,1089.400
-2546.777,1114.400
-2552.108,1080.650
-2559.827,1100.650
-2544.395,1010.650
-2522.714,1050.650
-2510.861,1075.650
-2504.526,1065.650
-2513.469,1075.650
-2491.787,1100.650
-2492.371,1090.600
-2481.404,1088.100
-2476.122,1093.100
-2475.839,1110.600
-2474.502,1145.600
-2469.749,1205.600
-2455.329,933.100
-2449.468,728.100
-2397.827,619.600
-2392.103,639.600
-2390.692,742.100
-2348.989,749.600
-2354.421,874.600
-2345.941,874.600
-2348.845,829.600
-2361.693,787.100
-2358.325,844.600
-2353.458,732.100
-2326.128,712.100
-2327.770,712.200
-2339.423,684.800
-2328.638,964.800
-2382.217,614.800
-2374.162,464.800
-2379.862,437.400
-2382.637,424.900
-2394.518,421.250
-2385.433,476.250
-2402.683,441.250
-2392.171,341.250
-2392.899,11.250
-2472.352,-183.750
-2509.590,-173.750
-2534.492,-143.800
-2537.545,-173.800
-2570.272,-168.800
-2564.903,-223.800
-2572.180,-221.150
-2587.082,-216.150
-2581.013,-171.150
-2554.992,-176.150
-2566.003,-166.150
-2542.526,-193.650
-2536.407,-201.150
-2568.017,-201.150
-2562.772,-166.150
-2552.117,-191.150
-2545.728,-171.150
-2536.758,-186.150
-2527.406,-181.150
-2534.228,-283.700
-2565.536,-204.450
-2552.956,-71.950
-2504.282,8.000
-2533.390,35.000
-2520.980,15.000
-2499.742,-167.500
-2516.520,-182.500
-2520.877,-257.500
-2508.422,-372.500
-2509.566,-397.500
-2490.303,-380.000
-2498.331,-360.000
-2496.327,-445.000
-2500.648,-420.000
-2497.420,-397.900
-2503.956,-382.950
-2528.069,-432.950
-2496.350,242.000
-2567.235,347.000
-2481.095,366.800
-2467.376,351.800
-2463.933,341.800
-2450.430,331.800
-2437.036,304.300
-2409.858,286.800
-2403.673,316.800
-2405.172,446.800
-2332.524,1106.800
-2214.822,1200.200
-2214.611,777.700
-2144.618,752.700
-2150.273,687.800
-2127.023,377.800
-2052.440,387.800
-2044.539,357.700
-2041.582,317.700
-2021.589,265.350
-1993.110,245.350
-1978.075,230.350
-1949.699,205.350
-1919.101,100.350
-1922.119,107.850
-1932.988,157.850
-1919.384,165.350
-1922.445,74.550
-1884.621,69.550
-1870.922,39.550
-1866.126,54.550
-1857.456,59.650
-1834.821,-123.850
-1847.225,-188.850
-1826.330,-378.750
-1841.895,-427.250
-1816.388,-409.750
-1780.530,-199.750
-1798.069,-187.250
-1797.493,-227.200
-1807.115,-217.200
-1793.143,-224.700
-1777.397,55.300
-1780.249,50.300
-1787.236,-9.700
-1775.077,14.900
-1760.976,-150.100
-1658.049,-864.250
-1691.043,-951.750
-1669.497,-936.750
-1672.158,-934.250
-1673.996,-944.250
-1679.571,-929.250
-1688.333,-926.500
-1677.922,-951.500
-1673.534,-956.500
-1691.031,-1011.500
-1716.442,-993.300
-1717.029,-616.450
-1728.328,-616.450
-1724.829,-589.000
-1719.236,-429.000
-1710.311,-434.000
-1710.842,-398.950
-1697.734,-378.950
-1703.517,-338.400
-1700.332,-335.900
-1685.547,-340.900
-1681.076,-315.900
-1684.763,-285.900
-1731.809,-279.400
-1729.610,-261.900
-1726.866,-301.900
-1715.762,-300.300
-1698.193,-362.800
-1718.282,-347.800
-1711.126,-392.800
-1710.489,-462.800
-1694.961,-375.350
-1686.205,-286.100
-1704.653,-371.100
-1688.928,-211.150
-1727.405,-116.150
-1732.909,-161.150
-1706.599,-13.650
-1755.510,-26.150
