VaR,Loss
1600.833,136809.500
1632.896,136861.950
1658.395,136616.950
1525.620,136541.950
1483.800,136064.450
1217.158,136001.050
1181.773,135706.550
1017.647,135721.550
1026.005,135802.800
1071.373,135772.800
1054.644,135937.800
1146.690,135947.800
1152.274,135882.100
1115.636,135979.600
1169.990,135933.150
1144.083,136153.150
1266.538,136024.050
1194.612,136471.550
1444.271,136710.050
1577.429,136475.050
1446.594,136550.050
1488.382,136485.050
1452.101,136430.050
1421.393,136525.050
1474.351,136610.050
1521.711,136570.050
1499.469,136610.050
1521.748,136794.550
1624.492,136334.550
1368.570,136393.450
1401.389,136086.950
1230.823,136128.150
1253.876,134763.000
491.565,134673.000
441.347,134818.000
522.182,134893.000
563.986,134878.000
555.624,134918.000
577.917,135023.000
636.734,134963.000
603.254,134863.000
547.697,134778.000
500.281,134878.000
555.927,134823.000
525.244,134793.000
523.648,134843.000
524.491,134763.000
503.141,134745.500
486.309,134721.600
487.955,134654.550
474.230,134773.550
473.095,134978.550
529.461,134703.550
353.002,134705.250
342.420,134925.250
367.986,134971.900
386.895,134886.900
371.383,134966.900
394.112,134816.900
370.525,134836.900
379.303,134910.250
393.422,134872.750
397.343,134887.750
440.433,135017.950
462.823,134653.950
414.736,134334.450
344.811,134539.450
375.504,134479.450
367.622,134514.450
368.500,134359.450
330.639,134389.450
334.185,134374.450
335.952,134420.450
384.479,133615.500
11.805,133571.050
6.170,133880.650
64.689,133773.250
32.137,133693.250
-11.547,134198.250
-78.185,134118.250
-125.388,133988.250
-147.219,133923.250
-157.664,133865.750
-182.401,133845.750
-182.400,133680.750
-225.466,133685.750
-235.030,133815.750
-204.529,133881.750
-195.558,133903.000
-168.494,133898.000
-180.859,133763.000
-215.896,133738.000
-221.833,133617.300
-263.742,133612.300
-273.679,133667.850
-266.309,133797.350
-233.588,133457.350
-292.866,133392.350
-402.179,133387.350
-409.024,133587.350
-341.808,133544.050
-343.736,133484.050
-367.859,133129.050
-453.165,133079.550
-479.515,133064.400
-479.072,133007.400
-487.473,132822.400
-537.531,132858.950
-532.533,132745.550
-541.065,132765.450
-523.004,132453.450
-639.494,132001.950
-812.036,132169.450
-745.064,132154.450
-753.932,132124.450
-762.333,132104.450
-779.910,132144.450
-789.248,132079.450
-797.560,132096.950
-790.425,132114.950
-784.118,131994.950
-792.356,133229.850
-634.104,133499.850
-559.701,133692.150
-476.719,133743.350
-478.568,133785.350
-477.813,133895.750
-480.023,133955.750
-474.002,134050.750
-452.819,134110.750
-448.236,134125.750
-444.105,134081.250
-477.196,134081.250
-481.823,-558.750
-7.131,-565.750
-4.753,-578.250
4.780,-548.250
7.049,-443.250
7.311,-443.250
3.806,-291.850
9.602,-281.850
5.877,-371.050
-17.639,-241.050
12.183,-67.050
63.846,82.950
59.837,517.950
84.055,357.950
50.526,97.950
36.445,97.100
35.241,182.100
38.676,442.100
43.702,481.100
37.590,446.400
31.102,481.400
33.516,753.900
60.093,747.150
60.679,788.950
64.307,717.700
59.875,778.700
13.068,1263.700
22.119,1108.700
24.911,1118.700
22.491,1151.200
24.679,1181.200
24.227,1176.200
18.695,1181.200
15.952,1181.200
19.470,1185.200
23.353,1284.200
38.427,2228.000
271.855,1853.000
242.588,1655.850
246.722,1630.850
241.806,1651.850
247.860,2151.150
326.502,2261.150
333.658,2221.150
329.953,2061.150
313.882,2066.150
316.636,2006.150
308.939,1945.150
284.913,1955.150
284.513,1535.150
60.133,1410.150
61.559,1336.150
50.524,1391.150
60.525,1361.150
53.159,1227.950
34.652,1257.950
37.203,1303.050
34.047,1163.050
30.840,945.550
30.498,833.050
8.233,643.050
-6.881,803.050
-3.906,643.050
-42.744,638.050
-44.547,658.050
-37.193,678.550
-38.090,690.900
-40.700,715.900
-34.409,500.900
-53.048,529.300
-48.127,551.800
-47.457,106.800
-167.694,-338.200
-248.530,-320.700
-242.700,-345.700
-249.713,-380.700
-254.963,-405.700
-259.367,-395.700
-261.957,-393.200
-258.531,-395.200
-255.702,-489.700
-262.172,-1772.200
-302.399,-1477.200
-271.458,-1525.200
-277.086,-1500.200
-276.881,-2215.550
-342.917,-2225.550
-341.224,-2185.550
-336.843,-2033.050
-322.217,-2078.050
-328.636,-2058.050
-332.578,-2043.050
-329.878,-2238.050
-478.207,-2188.050
-479.029,-2131.800
-465.074,-2201.800
-469.392,-2201.800
-469.177,-2189.300
-472.639,-2084.300
-470.718,-2011.500
-458.619,-1908.550
-440.683,-1943.550
-447.832,-1868.850
-437.485,-1773.850
-439.305,-1668.850
-434.664,-1690.500
-435.709,-1415.500
-422.778,-1480.500
-433.179,-1485.500
-429.142,-1585.500
-443.651,-1575.500
-443.937,-1610.500
-444.756,-1490.500
-440.029,-1520.500
-441.259,-1503.900
-434.712,-1460.150
-428.177,-450.150
-364.017,-230.150
-379.759,-145.150
-365.442,-95.150
-362.745,-89.650
-365.918,-79.650
-365.994,-79.650
-367.263,-87.150
-366.399,247.850
-327.125,571.600
-307.891,549.400
-295.267,718.400
-278.021,703.400
-279.689,685.400
-279.902,1146.800
-257.398,1236.800
-237.676,1223.800
-237.155,1158.800
-237.868,1198.050
-236.338,1393.550
-221.296,1498.550
-199.037,1508.550
-198.278,1423.550
-202.027,1468.550
-198.908,1459.800
-199.797,1504.800
-196.759,1489.800
-197.180,1429.200
-195.624,1309.300
-200.972,1177.400
-209.636,1167.400
-212.283,974.900
-233.276,1040.700
-225.661,940.700
-228.299,945.700
-228.679,1000.700
-227.227,1025.700
-220.848,1205.700
-209.370,1213.200
-208.639,1178.200
-213.692,1153.200
-217.121,1068.200
-223.784,973.200
-230.749,113.200
-290.154,308.200
-277.703,398.200
-253.358,405.700
-254.992,384.700
-258.929,429.700
-253.193,454.700
-249.423,459.700
-248.035,435.950
-249.439,-4.050
-272.608,280.950
-219.023,200.300
-217.959,210.300
-218.227,-70.400
-232.646,-120.400
-228.977,-154.400
-232.832,-136.900
-231.278,-170.400
-234.087,-255.400
-236.698,-272.900
-237.472,122.100
-204.512,132.100
-202.497,62.100
-212.417,37.100
-212.600,49.600
-211.854,37.100
-210.878,142.100
-199.733,168.650
-195.671,178.600
-199.559,318.600
-187.353,123.300
-215.625,313.300
-196.505,363.300
-206.900,379.150
-199.379,401.650
-198.886,411.650
-197.984,486.650
-187.176,483.400
-182.737,558.400
-166.039,598.400
-165.504,568.400
-165.636,573.400
-168.226,685.500
-160.520,725.500
-161.370,1340.500
-138.381,1005.500
-165.033,740.500
-176.343,745.500
-173.531,750.500
-174.413,791.000
-172.997,746.000
-173.651,766.000
-169.459,783.500
-166.538,773.500
-169.054,823.500
-180.475,1162.650
-107.923,1155.550
-107.883,1415.550
-61.740,1415.550
-61.922,1415.550
-62.120,1375.550
-75.931,1330.550
-78.013,1342.500
-79.461,1287.500
-83.936,1348.450
-79.739,1378.450
-78.082,1253.450
-95.142,1238.450
-97.622,773.450
-161.959,548.450
-177.354,478.450
-183.010,598.450
-177.508,598.450
-177.635,569.650
-180.053,564.650
-179.772,624.650
-165.026,614.650
-162.776,684.650
-158.380,614.650
-156.938,887.150
-152.630,689.650
-156.946,864.650
-148.196,817.150
-146.990,452.150
-182.218,452.150
-181.591,382.150
-181.065,323.650
-183.347,193.650
-182.605,171.150
-184.367,151.150
-185.958,56.150
-195.658,-63.750
-202.383,-43.750
-201.068,-373.750
-214.933,-398.750
-241.871,-233.750
-233.981,-226.250
-231.151,-203.750
-229.479,-227.400
-230.887,-137.400
-221.891,-169.900
-222.103,-204.900
-223.283,-173.650
-221.899,-93.650
-223.207,-611.950
-211.693,-672.000
-218.054,-1292.000
-247.916,-1292.000
-248.093,-1287.000
-247.598,-1507.000
-285.275,-1502.000
-286.430,-1491.900
-286.737,-1431.900
-284.411,-1435.700
-280.669,-1460.700
-282.196,-1290.700
-277.462,-1303.200
-280.775,-1067.700
-293.097,-917.700
-288.698,-825.200
-283.948,-830.200
-280.115,-855.200
-283.029,-815.100
-280.891,-790.100
-278.388,-900.100
-276.096,-876.350
-272.102,-941.350
-275.050,-876.350
-266.448,-931.350
-267.731,-728.850
-253.544,-723.850
-246.099,-723.850
-245.133,-456.350
-249.936,-551.350
-260.018,-504.600
-257.776,-489.600
-255.951,-452.100
-253.471,-509.600
-259.549,-339.600
-250.185,-304.600
-248.364,-174.000
-240.488,-194.050
-241.211,-149.050
-247.758,210.950
-236.252,225.950
-232.002,225.950
-230.449,238.250
-230.430,143.250
-232.008,163.250
-230.031,208.250
-227.083,185.750
-228.218,244.900
-215.326,284.900
-216.448,529.900
-217.160,994.900
-204.852,994.900
-205.870,1019.900
-202.477,986.150
-202.772,1006.150
-201.837,916.150
-207.372,956.150
-205.982,1110.150
-193.870,1135.150
-187.761,1125.150
-185.567,1135.150
-181.084,1160.150
-180.969,1150.100
-180.410,1147.600
-178.530,1152.600
-176.208,1170.100
-171.456,1205.100
-170.589,1265.100
-166.823,992.600
-177.026,787.600
-187.580,807.600
-184.991,910.100
-180.765,917.600
-179.360,1042.600
-176.016,1042.600
-174.012,997.600
-176.141,955.100
-177.884,1012.600
-178.512,900.100
-181.281,880.100
-181.818,880.200
-176.855,852.800
-179.803,1132.800
-162.416,782.800
-181.248,632.800
-187.765,605.400
-187.141,592.900
-187.102,589.250
-187.372,644.250
-184.210,609.250
-184.477,509.250
-193.187,179.250
-209.040,-15.750
-227.876,-5.750
-227.198,24.200
-223.216,-5.800
-226.282,-0.800
-226.075,-55.800
-227.502,-53.150
-227.578,-48.150
-226.206,-3.150
-226.286,-8.150
-225.765,1.850
-219.247,-25.650
-219.414,-33.150
-217.036,-33.150
-216.910,1.850
-213.049,-23.150
-213.384,-3.150
-209.886,-18.150
-206.982,-13.150
-205.585,-115.700
-208.160,-36.450
-199.137,96.050
-197.852,176.000
-200.412,156.000
-199.832,-26.500
-209.890,-41.500
-210.150,-116.500
-213.400,-231.500
-220.495,-256.500
-224.286,-239.000
-224.575,-219.000
-223.543,-304.000
-234.500,-279.000
-232.854,-256.900
-225.252,-241.950
-226.600,-291.950
-215.508,383.000
-182.381,488.000
-179.814,507.800
-177.321,492.800
-178.657,482.800
-179.873,472.800
-178.256,445.300
-179.436,427.800
-180.780,457.800
-179.148,587.800
-176.471,1247.800
-146.753,1341.200
-152.421,918.700
-188.089,893.700
-189.677,828.800
-193.475,518.800
-209.232,528.800
-211.612,498.700
-214.284,458.700
-217.506,406.350
-220.714,386.350
-221.461,371.350
-222.992,346.350
-224.840,36.850
-251.422,-68.150
-255.847,-60.650
-255.489,-10.650
-248.082,-3.150
-247.551,-93.950
-250.815,-98.950
-248.172,-128.950
-247.791,-113.950
-246.010,-108.850
-248.338,-292.350
-253.363,-357.350
-256.887,-547.250
-273.602,-529.750
-271.682,-319.750
-265.307,-307.250
-264.391,-347.200
-273.940,-337.200
-273.495,-344.700
-273.136,-64.700
-263.010,-69.700
-261.700,-129.700
-260.864,-105.100
-260.189,-270.100
-262.717,-984.250
-285.686,-1071.750
-289.299,-1056.750
-289.202,-1054.250
-289.766,-1064.250
-288.710,-1049.250
-288.265,-1046.500
-289.603,-1071.500
-290.210,-1076.500
-288.937,-1131.500
-257.594,-1113.300
-263.087,-736.450
-264.277,-736.450
-265.205,-709.000
-265.648,-549.000
-265.357,-554.000
-266.990,-518.950
-266.422,-498.950
-268.754,-458.400
-269.414,-455.900
-269.915,-460.900
-271.065,-435.900
-270.621,-405.900
-272.105,-399.400
-271.173,-381.900
-266.044,-421.900
-268.543,-420.300
-272.303,-482.800
-277.645,-467.800
-274.368,-512.800
-277.015,-582.800
-280.532,-495.350
-276.860,-406.100
-275.303,-491.100
-284.048,-331.150
-287.255,-376.150
-288.790,-228.650
-273.601,-241.150
-273.813,-201.150
-273.379,-16.250
-268.993,38.750
-268.143,36.250
-268.028,-66.250
-263.507,-116.250
-265.640,-121.250
-264.964,-115.450
-264.078,-85.450
-264.090,375.850
-251.881,525.850
-244.533,508.200
-244.121,508.200
-244.001,515.700
-244.106,475.700
-245.774,485.700
-244.379,505.200
-244.104,517.700
-243.725,512.700
-242.552,37.700
-249.079,65.050
-251.536,23.850
-254.499,38.850
-254.468,28.850
-255.696,133.850
-247.311,168.850
-246.614,148.850
-247.460,203.850
-245.747,233.850
-244.363,233.850
-244.638,243.850
-245.248,293.850
-240.948,298.850
-261.380,348.850
-259.330,338.350
-259.294,218.350
-262.184,270.850
-260.764,310.050
-261.045,375.050
-260.843,340.050
-260.137,380.050
-259.971,395.050
-261.539,330.050
-261.912,320.000
-261.171,490.000
-258.194,500.000
-260.241,477.500
-262.918,212.500
-266.317,235.000
-264.874,185.000
-268.142,80.050
-270.761,80.050
-270.155,75.050
-270.030,38.800
-272.273,-43.200
-274.131,-13.200
-274.483,46.800
-270.274,18.900
-271.245,-295.750
