VaR,Loss
125.814,327.600
282.933,282.600
265.115,162.600
201.478,352.600
292.842,232.600
243.804,195.100
221.151,185.100
215.184,184.500
214.824,399.500
311.418,501.750
351.923,431.500
324.160,-1698.700
-921.558,-3912.400
-2259.045,-3837.400
-2213.260,-3894.900
-2248.025,-4019.900
-2323.676,-3964.900
-2290.481,-3890.900
-2245.829,-3831.200
-2209.788,-3788.700
-2184.108,-3838.600
-2214.273,-3878.600
-2238.418,-4193.600
-2428.984,-4267.500
-2473.172,-4292.500
-2488.170,-4242.500
-2457.949,-4257.500
-2466.979,-3741.500
-2155.212,-3776.500
-2176.229,-3706.500
-2133.958,-3581.500
-2058.490,-3526.500
-2025.279,-3566.500
-2049.440,-3791.500
-2185.033,-3741.500
-2154.472,-3866.500
-2229.670,-4111.500
-2377.615,-3981.500
-2297.997,-4206.500
-2433.703,-4226.500
-2445.790,-4281.000
-2449.712,-4206.000
-2456.810,-4151.000
-2455.138,-4106.000
-2451.694,-4056.000
-2435.862,-4066.000
-2425.064,-3961.000
-2374.120,-3968.500
-2383.920,-3696.800
-2287.360,-3625.800
-2283.070,-3133.300
-2085.182,-3068.300
-2072.497,-3018.300
-2075.479,-2973.300
-2034.074,-2605.800
-1945.096,-2565.800
-1939.014,-2475.750
-1914.808,-2415.650
-1897.856,-2320.650
-1841.244,-2144.250
-1778.651,-2068.750
-1767.638,781.150
-1308.997,3053.700
-1028.537,2858.700
-1065.838,2918.700
-1058.412,3008.700
-1051.878,3013.700
-1044.172,3009.200
-1036.478,3072.300
-1014.501,3057.300
-1013.015,3107.250
-1007.109,3179.650
-994.754,3774.300
-891.586,3750.450
-904.937,3460.450
-975.251,3427.950
-977.015,3431.550
-977.895,3223.550
-966.075,3373.550
-935.108,3528.550
-890.953,3608.550
-857.814,3656.050
-840.450,3726.050
-828.864,3966.050
-799.485,4170.700
-747.008,4615.700
-659.503,4845.700
-635.012,4350.700
-734.815,4550.700
-714.778,4593.200
-707.310,4583.200
-711.774,4580.700
-715.939,4610.700
-707.600,4443.200
-748.226,4375.700
-757.302,4385.700
-749.269,4390.700
-721.993,4555.700
-685.791,4160.850
-734.669,4073.850
-754.342,3098.850
-896.891,3058.850
-899.961,3248.850
